w0,w1,w2,w3,a0,a1,a2,a3,b0,b1,b2,b3,direction
384,648,16,152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
384,640,16,160,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
384,632,16,168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
384,624,16,176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
384,616,16,184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
384,608,16,192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
384,600,16,200,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
384,592,16,208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
384,584,16,216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
384,576,16,224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
384,568,16,232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
384,560,16,240,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
384,552,16,248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
384,544,16,256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
384,536,16,264,,,,,0.0,0.0,0.0,1.0,0
376,536,24,264,,,,,0.0,0.0,1.0,0.0,0
368,536,32,264,,,,,0.0,0.0,1.0,0.0,0
360,536,40,264,,,,,0.0,0.0,1.0,0.0,0
352,536,48,264,,,,,0.0,0.0,1.0,0.0,0
344,536,56,264,,,,,0.0,0.0,1.0,0.0,0
336,536,64,264,,,,,0.0,0.0,1.0,0.0,0
328,536,72,264,,,,,0.0,0.0,1.0,0.0,0
320,536,80,264,,,,,0.0,0.0,1.0,0.0,0
312,536,88,264,,,,,0.0,0.0,1.0,0.0,0
304,536,96,264,,,,,0.0,0.0,1.0,0.0,0
296,536,104,264,,,,,0.0,0.0,1.0,0.0,0
288,536,112,264,,,,,0.0,0.0,1.0,0.0,0
280,536,120,264,,,,,0.0,0.0,1.0,0.0,0
272,536,128,264,,,,,0.0,0.0,1.0,0.0,0
264,536,136,264,,,,,0.0,0.0,1.0,0.0,0
256,536,144,264,,,,,0.0,0.0,1.0,0.0,0
248,536,152,264,,,,,0.0,0.0,1.0,0.0,0
240,536,160,264,,,,,0.0,0.0,1.0,0.0,0
232,536,168,264,,,,,0.0,0.0,1.0,0.0,0
224,536,176,264,,,,,0.0,0.0,1.0,0.0,0
216,536,184,264,,,,,0.0,0.0,1.0,0.0,0
208,536,192,264,,,,,0.0,0.0,1.0,0.0,0
200,536,200,264,,,,,0.0,0.0,1.0,0.0,0
192,536,208,264,,,,,0.0,0.0,1.0,0.0,0
184,536,216,264,,,,,0.0,0.0,1.0,0.0,0
176,536,224,264,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
176,528,224,272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,520,224,280,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,512,224,288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,504,224,296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,496,224,304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,488,224,312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,480,224,320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,472,224,328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,464,224,336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,456,224,344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,448,224,352,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,440,224,360,,,,,0.0,0.0,0.0,1.0,0
168,440,232,360,,,,,0.0,0.0,1.0,0.0,0
160,440,240,360,,,,,0.0,0.0,1.0,0.0,0
152,440,248,360,,,,,0.0,0.0,1.0,0.0,0
144,440,256,360,,,,,0.0,0.0,1.0,0.0,0
136,440,264,360,,,,,0.0,0.0,1.0,0.0,0
128,440,272,360,,,,,0.0,0.0,1.0,0.0,0
120,440,280,360,,,,,0.0,0.0,1.0,0.0,0
112,440,288,360,,,,,0.0,0.0,1.0,0.0,0
104,440,296,360,,,,,0.0,0.0,1.0,0.0,0
96,440,304,360,,,,,0.0,0.0,1.0,0.0,0
88,440,312,360,,,,,0.0,0.0,1.0,0.0,0
80,440,320,360,,,,,0.0,0.0,1.0,0.0,0
72,440,328,360,,,,,0.0,0.0,1.0,0.0,0
64,440,336,360,,,,,0.0,0.0,1.0,0.0,0
56,440,344,360,,,,,0.0,0.0,1.0,0.0,0
48,440,352,360,,,,,0.0,0.0,1.0,0.0,0
40,440,360,360,,,,,0.0,0.0,1.0,0.0,0
32,440,368,360,,,,,0.0,0.0,1.0,0.0,0
24,440,376,360,,,,,0.0,0.0,1.0,0.0,0
16,440,384,360,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3
16,448,384,352,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,456,384,344,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,464,384,336,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,472,384,328,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,480,384,320,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,488,384,312,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,496,384,304,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,504,384,296,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,512,384,288,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,520,384,280,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,528,384,272,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,536,384,264,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,544,384,256,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,552,384,248,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,560,384,240,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,568,384,232,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,576,384,224,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,584,384,216,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,592,384,208,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,600,384,200,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,608,384,192,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,616,384,184,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,624,384,176,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,632,384,168,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,640,384,160,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,648,384,152,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,656,384,144,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,664,384,136,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,672,384,128,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,680,384,120,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,688,384,112,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,696,384,104,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,704,384,96,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,712,384,88,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,720,384,80,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,728,384,72,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,736,384,64,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,744,384,56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,752,384,48,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,760,384,40,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,768,384,32,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
16,776,384,24,,,,,0.0,1.0,0.0,0.0,2
24,776,376,24,,,,,1.0,0.0,0.0,0.0,2
32,776,368,24,,,,,1.0,0.0,0.0,0.0,2
40,776,360,24,,,,,1.0,0.0,0.0,0.0,2
48,776,352,24,,,,,1.0,0.0,0.0,0.0,2
56,776,344,24,,,,,1.0,0.0,0.0,0.0,2
64,776,336,24,,,,,1.0,0.0,0.0,0.0,2
72,776,328,24,,,,,1.0,0.0,0.0,0.0,2
80,776,320,24,,,,,1.0,0.0,0.0,0.0,2
88,776,312,24,,,,,1.0,0.0,0.0,0.0,2
96,776,304,24,,,,,1.0,0.0,0.0,0.0,2
104,776,296,24,,,,,1.0,0.0,0.0,0.0,2
112,776,288,24,,,,,1.0,0.0,0.0,0.0,2
120,776,280,24,,,,,1.0,0.0,0.0,0.0,2
128,776,272,24,,,,,1.0,0.0,0.0,0.0,2
136,776,264,24,,,,,1.0,0.0,0.0,0.0,2
144,776,256,24,,,,,1.0,0.0,0.0,0.0,2
152,776,248,24,,,,,1.0,0.0,0.0,0.0,2
160,776,240,24,,,,,1.0,0.0,0.0,0.0,2
168,776,232,24,,,,,1.0,0.0,0.0,0.0,2
176,776,224,24,,,,,1.0,0.0,0.0,0.0,2
184,776,216,24,,,,,1.0,0.0,0.0,0.0,2
192,776,208,24,,,,,1.0,0.0,0.0,0.0,2
200,776,200,24,,,,,1.0,0.0,0.0,0.0,2
208,776,192,24,,,,,1.0,0.0,0.0,0.0,2
216,776,184,24,,,,,1.0,0.0,0.0,0.0,2
224,776,176,24,,,,,1.0,0.0,0.0,0.0,2
232,776,168,24,,,,,1.0,0.0,0.0,0.0,2
240,776,160,24,,,,,1.0,0.0,0.0,0.0,2
248,776,152,24,,,,,1.0,0.0,0.0,0.0,2
256,776,144,24,,,,,1.0,0.0,0.0,0.0,2
264,776,136,24,,,,,1.0,0.0,0.0,0.0,2
272,776,128,24,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
272,768,128,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,760,128,40,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,752,128,48,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,744,128,56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,736,128,64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,728,128,72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,720,128,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,712,128,88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,704,128,96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,696,128,104,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,688,128,112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,680,128,120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,672,128,128,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,664,128,136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,656,128,144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,648,128,152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,640,128,160,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,632,128,168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,624,128,176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,616,128,184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,608,128,192,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,600,128,200,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,592,128,208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,584,128,216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,576,128,224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,568,128,232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,560,128,240,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,552,128,248,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,544,128,256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,536,128,264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,528,128,272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,520,128,280,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,512,128,288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,504,128,296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,496,128,304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,488,128,312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,480,128,320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,472,128,328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,464,128,336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,456,128,344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,448,128,352,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
272,440,128,360,,,,,0.0,0.0,0.0,1.0,2
280,440,120,360,,,,,1.0,0.0,0.0,0.0,2
288,440,112,360,,,,,1.0,0.0,0.0,0.0,2
296,440,104,360,,,,,1.0,0.0,0.0,0.0,2
304,440,96,360,,,,,1.0,0.0,0.0,0.0,2
312,440,88,360,,,,,1.0,0.0,0.0,0.0,2
320,440,80,360,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3
320,448,80,352,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,456,80,344,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,464,80,336,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,472,80,328,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,480,80,320,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,488,80,312,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,496,80,304,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,504,80,296,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,512,80,288,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,520,80,280,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,528,80,272,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,536,80,264,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,544,80,256,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,552,80,248,,,,,0.0,1.0,0.0,0.0,0
312,552,88,248,,,,,0.0,0.0,1.0,0.0,0
304,552,96,248,,,,,0.0,0.0,1.0,0.0,0
296,552,104,248,,,,,0.0,0.0,1.0,0.0,0
288,552,112,248,,,,,0.0,0.0,1.0,0.0,0
280,552,120,248,,,,,0.0,0.0,1.0,0.0,0
272,552,128,248,,,,,0.0,0.0,1.0,0.0,0
264,552,136,248,,,,,0.0,0.0,1.0,0.0,0
256,552,144,248,,,,,0.0,0.0,1.0,0.0,0
248,552,152,248,,,,,0.0,0.0,1.0,0.0,0
240,552,160,248,,,,,0.0,0.0,1.0,0.0,0
232,552,168,248,,,,,0.0,0.0,1.0,0.0,0
224,552,176,248,,,,,0.0,0.0,1.0,0.0,0
216,552,184,248,,,,,0.0,0.0,1.0,0.0,0
208,552,192,248,,,,,0.0,0.0,1.0,0.0,0
200,552,200,248,,,,,0.0,0.0,1.0,0.0,0
192,552,208,248,,,,,0.0,0.0,1.0,0.0,0
184,552,216,248,,,,,0.0,0.0,1.0,0.0,0
176,552,224,248,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
176,544,224,256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,536,224,264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,528,224,272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,520,224,280,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,512,224,288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,504,224,296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,496,224,304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,488,224,312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,480,224,320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,472,224,328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,464,224,336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,456,224,344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,448,224,352,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,440,224,360,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,432,224,368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,424,224,376,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,416,224,384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,408,224,392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,400,224,400,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,392,224,408,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,384,224,416,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,376,224,424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,368,224,432,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,360,224,440,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,352,224,448,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,344,224,456,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,336,224,464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,328,224,472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,320,224,480,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,312,224,488,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,304,224,496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
176,296,224,504,,,,,0.0,0.0,0.0,1.0,2
184,296,216,504,,,,,1.0,0.0,0.0,0.0,2
192,296,208,504,,,,,1.0,0.0,0.0,0.0,2
200,296,200,504,,,,,1.0,0.0,0.0,0.0,2
208,296,192,504,,,,,1.0,0.0,0.0,0.0,2
216,296,184,504,,,,,1.0,0.0,0.0,0.0,2
224,296,176,504,,,,,1.0,0.0,0.0,0.0,2
232,296,168,504,,,,,1.0,0.0,0.0,0.0,2
240,296,160,504,,,,,1.0,0.0,0.0,0.0,2
248,296,152,504,,,,,1.0,0.0,0.0,0.0,2
256,296,144,504,,,,,1.0,0.0,0.0,0.0,2
264,296,136,504,,,,,1.0,0.0,0.0,0.0,2
272,296,128,504,,,,,1.0,0.0,0.0,0.0,2
280,296,120,504,,,,,1.0,0.0,0.0,0.0,2
288,296,112,504,,,,,1.0,0.0,0.0,0.0,2
296,296,104,504,,,,,1.0,0.0,0.0,0.0,2
304,296,96,504,,,,,1.0,0.0,0.0,0.0,2
312,296,88,504,,,,,1.0,0.0,0.0,0.0,2
320,296,80,504,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3
320,304,80,496,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,312,80,488,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,320,80,480,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,328,80,472,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,336,80,464,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,344,80,456,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,352,80,448,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,360,80,440,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,368,80,432,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,376,80,424,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,384,80,416,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,392,80,408,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,400,80,400,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
320,408,80,392,,,,,0.0,1.0,0.0,0.0,0
312,408,88,392,,,,,0.0,0.0,1.0,0.0,0
304,408,96,392,,,,,0.0,0.0,1.0,0.0,0
296,408,104,392,,,,,0.0,0.0,1.0,0.0,0
288,408,112,392,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3
288,416,112,384,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
288,424,112,376,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
288,432,112,368,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
288,440,112,360,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
288,448,112,352,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
288,456,112,344,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
288,464,112,336,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
288,472,112,328,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
288,480,112,320,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
288,488,112,312,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
288,496,112,304,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
288,504,112,296,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
288,512,112,288,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
288,520,112,280,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
288,528,112,272,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
288,536,112,264,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
288,544,112,256,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
288,552,112,248,,,,,0.0,1.0,0.0,0.0,0
280,552,120,248,,,,,0.0,0.0,1.0,0.0,0
272,552,128,248,,,,,0.0,0.0,1.0,0.0,0
264,552,136,248,,,,,0.0,0.0,1.0,0.0,0
256,552,144,248,,,,,0.0,0.0,1.0,0.0,0
248,552,152,248,,,,,0.0,0.0,1.0,0.0,0
240,552,160,248,,,,,0.0,0.0,1.0,0.0,0
232,552,168,248,,,,,0.0,0.0,1.0,0.0,0
224,552,176,248,,,,,0.0,0.0,1.0,0.0,0
216,552,184,248,,,,,0.0,0.0,1.0,0.0,0
208,552,192,248,,,,,0.0,0.0,1.0,0.0,0
200,552,200,248,,,,,0.0,0.0,1.0,0.0,0
192,552,208,248,,,,,0.0,0.0,1.0,0.0,0
184,552,216,248,,,,,0.0,0.0,1.0,0.0,0
176,552,224,248,,,,,0.0,0.0,1.0,0.0,0
168,552,232,248,,,,,0.0,0.0,1.0,0.0,0
160,552,240,248,,,,,0.0,0.0,1.0,0.0,0
152,552,248,248,,,,,0.0,0.0,1.0,0.0,0
144,552,256,248,,,,,0.0,0.0,1.0,0.0,0
136,552,264,248,,,,,0.0,0.0,1.0,0.0,0
128,552,272,248,,,,,0.0,0.0,1.0,0.0,0
120,552,280,248,,,,,0.0,0.0,1.0,0.0,0
112,552,288,248,,,,,0.0,0.0,1.0,0.0,0
104,552,296,248,,,,,0.0,0.0,1.0,0.0,0
96,552,304,248,,,,,0.0,0.0,1.0,0.0,0
88,552,312,248,,,,,0.0,0.0,1.0,0.0,0
80,552,320,248,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
80,544,320,256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,536,320,264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,528,320,272,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,520,320,280,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,512,320,288,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,504,320,296,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,496,320,304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,488,320,312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,480,320,320,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,472,320,328,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,464,320,336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,456,320,344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,448,320,352,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,440,320,360,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,432,320,368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,424,320,376,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,416,320,384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,408,320,392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,400,320,400,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,392,320,408,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,384,320,416,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,376,320,424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,368,320,432,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,360,320,440,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,352,320,448,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,344,320,456,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,336,320,464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,328,320,472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,320,320,480,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
80,312,320,488,,,,,0.0,0.0,0.0,1.0,2
88,312,312,488,,,,,1.0,0.0,0.0,0.0,2
96,312,304,488,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3
96,320,304,480,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
96,328,304,472,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
96,336,304,464,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
96,344,304,456,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3
